"91","[('1012', 4.5635470318006366), ('1055', 4.5596070159269884), ('1035', 4.5414271842700353), ('1053', 4.4868194117343796), ('1015', 4.4680788408823737), ('1000', 4.4000782551491184), ('1003', 4.3345419574831139), ('1016', 4.2474434887454597), ('1041', 4.2205163524945482), ('1052', 4.2005420988706579)]"
"92","[('1054', 4.8929496908509673), ('1035', 4.863769411750285), ('1022', 4.7376409230523944), ('1023', 4.6564740356844387), ('1019', 4.5442970451301026), ('1044', 4.4859779339586972), ('1000', 4.404965471073722), ('1032', 4.176317521827948), ('1003', 4.1415293598900478), ('1042', 4.0298427897975371)]"
"93","[('1017', 4.6176746930627806), ('1027', 4.5513987274856778), ('1037', 4.5448833087106841), ('1030', 4.4612077655923903), ('1024', 4.144041353271418), ('1034', 4.1125880948965277), ('1016', 4.1110231397604959), ('1018', 4.0634597688787952), ('1006', 4.0460372855682811), ('1050', 4.0095069623618862)]"
"94","[('1023', 5), ('1016', 4.8618293239059849), ('1035', 4.7726942145770543), ('1027', 4.7702892667677457), ('1041', 4.7077145878821813), ('1034', 4.6467555667424252), ('1013', 4.4249541810196948), ('1020', 4.4062465813248828), ('1006', 4.3458479639020302), ('1024', 4.2865243583663215)]"
"95","[('1035', 5), ('1027', 4.8791089836820341), ('1000', 4.6836871026001177), ('1028', 4.5152272855301687), ('1023', 4.2779436976922414), ('1034', 4.2698521518223851), ('1020', 4.2543555325860956), ('1056', 4.1653466800156993), ('1006', 4.1626926444154799), ('1033', 4.10343641788202)]"
"96","[('1000', 4.8276062910994426), ('1027', 4.5602706986953461), ('1024', 4.4966651724827145), ('1015', 4.3583319485577396), ('1041', 4.2561520365264576), ('1035', 4.1696560683359634), ('1032', 4.1639020797717459), ('1010', 3.9792068686625091), ('1023', 3.9789122626166522), ('1011', 3.9635262886171962)]"
"97","[('1000', 4.6127624025703335), ('1006', 4.5547131642173548), ('1034', 4.5243564737236772), ('1041', 4.4979247807643556), ('1053', 4.4746023227269287), ('1023', 4.439589316017889), ('1045', 4.3196735983969585), ('1024', 4.3001821153606423), ('1011', 4.2591154637234592), ('1029', 4.2484539923962057)]"
"98","[('1030', 4.7281943523499033), ('1000', 4.6480269321242575), ('1054', 4.5691530696936473), ('1042', 4.464633039597711), ('1045', 4.4362472865350275), ('1013', 4.3904222645230977), ('1035', 4.3523740279619396), ('1029', 4.3329116545588544), ('1024', 4.2942409456913548), ('1016', 4.2455163044138873)]"
"99","[('1054', 4.5224410224419458), ('1044', 4.2487456940142678), ('1028', 3.9550447846311148), ('1012', 3.883193432374604), ('1030', 3.8804435576678808), ('1022', 3.8230866144165332), ('1035', 3.7496854735087339), ('1042', 3.7466190278084168), ('1029', 3.7389007416509239), ('1027', 3.7264782621697243)]"
"100","[('1053', 4.8448323578869816), ('1005', 4.4131411792611388), ('1027', 4.2255800917549795), ('1000', 4.1249476581677484), ('1003', 4.1149549410078219), ('1024', 4.0767285224898444), ('1016', 3.9245965637239348), ('1020', 3.8936973881322174), ('1017', 3.8844513617995231), ('1012', 3.8738853560730222)]"
"101","[('1003', 4.6298964898270096), ('1029', 4.3696871777475916), ('1035', 4.2850707057825748), ('1045', 4.2334969178602204), ('1042', 4.2326097516720118), ('1028', 4.2212791700045553), ('1027', 4.2155025913534292), ('1039', 4.1958966355034555), ('1054', 4.1816734958270398), ('1002', 4.1669226774106489)]"
"102","[('1027', 5), ('1003', 4.6440696645567021), ('1015', 4.5966426577738675), ('1045', 4.4589443815966057), ('1046', 4.4139850746888172), ('1041', 4.347286241444662), ('1024', 4.3220333880169788), ('1023', 4.2837358297263295), ('1044', 4.2761062691982561), ('1010', 4.1707421080763094)]"
"103","[('1011', 4.4335587316291765), ('1003', 4.417049692883201), ('1053', 4.4151141079645271), ('1020', 4.3727503670707275), ('1045', 4.2699593660113511), ('1006', 4.2569082393575206), ('1029', 4.1818532671906192), ('1052', 4.1767087475871723), ('1028', 4.1654149030881227), ('1024', 4.165267601308285)]"
"104","[('1054', 4.4414537640915439), ('1024', 4.3938335589395381), ('1023', 4.1964678223881755), ('1027', 4.1764051214246667), ('1033', 4.0053976031546723), ('1046', 3.9936222312570231), ('1044', 3.9906508980266668), ('1032', 3.9763101583893556), ('1039', 3.9759664291384138), ('1041', 3.9689494674787249)]"
"106","[('1041', 4.7539422968650236), ('1026', 4.6430884735266522), ('1029', 4.5156632363890337), ('1040', 4.4415896984725478), ('1039', 4.2443462414343989), ('1016', 4.2090969298277638), ('1028', 4.1558117162860073), ('1022', 4.1327871858546095), ('1012', 4.1056054484273963), ('1037', 4.0473008935502515)]"
"105","[('1029', 4.9750925233961638), ('1028', 4.6862530295575748), ('1026', 4.655233031679999), ('1005', 4.5778433365051301), ('1033', 4.5068550073318363), ('1035', 4.4350945244686555), ('1000', 4.3872332155243923), ('1039', 4.3518079063691255), ('1040', 4.228008333856172), ('1018', 4.1994764005797087)]"
"107","[('1039', 5), ('1006', 4.880324122894879), ('1044', 4.8672633728588064), ('1035', 4.8602218506758872), ('1027', 4.8543578587207543), ('1024', 4.6569949445485443), ('1010', 4.490162180443888), ('1017', 4.4447537094119349), ('1038', 4.4243052571798831), ('1034', 4.4013238452208894)]"
"108","[('1016', 4.6306666780646228), ('1029', 4.5834634069130145), ('1044', 4.5595471229763351), ('1045', 4.4654877698801938), ('1035', 4.4566380700555062), ('1033', 4.4501563085099676), ('1027', 4.4325280569892254), ('1028', 4.3836167821020871), ('1007', 4.376860990425997), ('1001', 4.3446035881773657)]"
"109","[('1006', 4.7932507715829633), ('1017', 4.731969198731119), ('1041', 4.7198230757538564), ('1046', 4.6566716073518029), ('1030', 4.5903981670151497), ('1011', 4.5253296887654608), ('1027', 4.5034031595958446), ('1024', 4.4537039667644125), ('1003', 4.4185364431031484), ('1016', 4.3944008273269546)]"
"110","[('1035', 4.0534898325577426), ('1054', 3.9941570159508033), ('1045', 3.9773533609212719), ('1010', 3.8365739879505414), ('1040', 3.7854720837400286), ('1039', 3.7394507477111412), ('1052', 3.7374962911672776), ('1053', 3.7246292846596329), ('1030', 3.71458635124179), ('1029', 3.707931982240452)]"
"111","[('1031', 4.9575328002688117), ('1005', 4.8771945596885971), ('1023', 4.8622366302047313), ('1025', 4.7463603620682004), ('1027', 4.7463603620682004), ('1011', 4.7425338159235313), ('1006', 4.6206290592678521), ('1029', 4.6119053303848059), ('1028', 4.6119053303848059), ('1003', 4.611905330384805)]"
"","[('1011', 4.8403701159227381), ('1023', 4.8403701159227381), ('1030', 4.8403701159227381), ('1006', 4.8403701159227381), ('1034', 4.8403701159227381), ('1024', 4.340370115922739), ('1027', 3.9329576957163885), ('1035', 3.8906461963984271), ('1041', 3.8711398550099423), ('1039', 3.8670585784094778)]"
"114","[('1053', 4.9121090779944447), ('1052', 4.4825374863008047), ('1044', 4.4127452533879392), ('1000', 4.3259174463458372), ('1013', 4.2932117786714397), ('1017', 4.238185683122941), ('1040', 4.1920395031302906), ('1016', 4.150597231276933), ('1029', 4.150206632945169), ('1056', 4.1025694334125795)]"
